0.0,0.12523484,-0.25
0.04341204,0.12523484,-0.49620193
0.08682408,0.12523484,-0.74240386
0.08682408,0.12523484,-0.74240386
0.08682408,0.12523484,-0.74240386
0.21182409,0.12523484,-0.9589102
0.21182409,0.12523484,-0.9589102
0.372521,0.12523484,-1.1504214
0.372521,0.12523484,-1.1504214
0.56403214,0.12523484,-1.3111182
0.56403214,0.12523484,-1.3111182
0.78053844,0.12523484,-1.4361182
0.78053844,0.12523484,-1.4361182
1.0154617,0.12523484,-1.5216233
1.2503848,0.12523484,-1.6071283
1.4853079,0.12523484,-1.6926333
1.720231,0.12523484,-1.7781383
1.9551542,0.12523484,-1.8636433
1.9551542,0.12523484,-1.8636433
1.9551542,0.12523484,-1.8636433
2.2051542,0.12523484,-1.8636433
2.2051542,0.12523484,-1.8636433
2.4513562,0.12523484,-1.8202313
2.6975582,0.12523484,-1.7768193
2.6975582,0.12523484,-1.7768193
2.9324813,0.12523484,-1.6913143
2.9324813,0.12523484,-1.6913143
3.1489878,0.12523484,-1.5663143
3.1489878,0.12523484,-1.5663143
3.1489878,0.12523484,-1.5663143
3.3096848,0.12523484,-1.3748033
3.4703817,0.12523484,-1.1832922
3.4703817,0.12523484,-1.1832922
3.5953817,0.12523484,-0.9667858
3.5953817,0.12523484,-0.9667858
3.6808867,0.12523484,-0.7318626
3.7663918,0.12523484,-0.49693942
3.7663918,0.12523484,-0.49693942
3.809804,0.12523484,-0.25073752
3.8532162,0.12523484,-0.0045356154
3.8532162,0.12523484,-0.0045356154
3.8532162,0.12523484,0.24546438
3.8532162,0.12523484,0.49546438
3.8532162,0.12523484,0.49546438
3.8098042,0.12523484,0.7416663
3.7663922,0.12523484,0.9878683
3.7229803,0.12523484,1.2340703
3.6795683,0.12523484,1.4802723
3.6361563,0.12523484,1.7264743
3.5888064,0.12523484,1.9451102
3.4572494,0.12523484,1.9996185
3.4572494,0.12523484,1.9996185
3.3717444,0.12523484,2.2345417
3.2862394,0.12523484,2.4694648
3.2007344,0.12523484,2.704388
3.2007344,0.12523484,2.704388
3.2007344,0.12523484,2.704388
3.0400376,0.12523484,2.895899
2.8793406,0.12523484,3.0874102
2.7186437,0.12523484,3.2789214
2.7186437,0.12523484,3.2789214
2.5271325,0.12523484,3.4396183
2.3356214,0.12523484,3.6003153
2.3356214,0.12523484,3.6003153
2.119115,0.12523484,3.7253153
1.9026088,0.12523484,3.8503153
1.6861024,0.12523484,3.9753153
1.6861024,0.12523484,3.9753153
1.4945912,0.12523484,4.136012
1.3030801,0.12523484,4.296709
1.3030801,0.12523484,4.296709
1.0865737,0.12523484,4.421709
0.87006736,0.12523484,4.546709
0.653561,0.12523484,4.671709
0.653561,0.12523484,4.671709
0.41863784,0.12523484,4.757214
0.18371469,0.12523484,4.842719
-0.051208466,0.12523484,4.928224
-0.051208466,0.12523484,4.928224
-0.29741043,0.12523484,4.9716363
-0.29741043,0.12523484,4.9716363
-0.5474105,0.12523484,4.9716363
-0.7974105,0.12523484,4.9716363
-0.7974105,0.12523484,4.9716363
-1.0436125,0.12523484,4.9282246
-1.0436125,0.12523484,4.9282246
-1.2785357,0.12523484,4.8427196
-1.2785357,0.12523484,4.8427196
-1.4950421,0.12523484,4.7177196
-1.4950421,0.12523484,4.7177196
-1.4950421,0.12523484,4.7177196
-1.6557391,0.1553607,4.5262084
-1.6557391,0.1553607,4.5262084
-1.7807392,0.16708255,4.309702
-1.7807392,0.16708255,4.309702
-1.8662444,0.17493999,4.074779
-1.9517497,0.18264413,3.839856
-2.0372548,0.20351279,3.6049328
-2.0372548,0.20351279,3.6049328
-2.080667,0.23610604,3.3587308
-2.1240792,0.26669478,3.1125288
-2.1674914,0.26777196,2.8663268
-2.2109036,0.26884902,2.6201248
-2.2543159,0.26992607,2.3739228
-2.297728,0.27100313,2.1277208
-2.297728,0.27100313,2.1277208
-2.2977283,0.2680894,1.8777208
-2.2977283,0.2680894,1.8777208
-2.2543163,0.26193404,1.6315188
-2.2543163,0.26193404,1.6315188
-2.2543163,0.26193404,1.6315188
-2.1293166,0.24897635,1.4150124
-2.1293166,0.24897635,1.4150124
-1.9686198,0.23245585,1.2235012
-1.8079231,0.21593535,1.03199
-1.8079231,0.21593535,1.03199
